the,その,154
to,宛先,151
and,そして,103
was,は,70
in,インチ,65
it,それ,63
you,あなたが,61
said,言った,55
my,私の,53
of,の,51
me,私,51
we,私たち,40
he,彼,37
about,に関しては,35
that,それ,33
but,だがしかし,33
for,の,31
very,すごく,29
when,いつ,28
do,の,26
she,彼女が,26
school,学校,25
can,Cna,24
have,が,24
this,これ,24
at,で,22
one,1 つ,22
so,だから,22
our,私たち,21
is,は,21
with,と,21
day,日,18
will,は,18
on,に,18
then,そうしたら,17
many,多く,16
good,よし,16
like,という感じで,15
things,もの,15
are,は,15
mr,氏,14
them,それら,14
her,彼女,14
after,後,14
went,行った,14
people,人々,14
your,あなたの,13
some,いくつ か,13
there,そこ,13
now,今,13
how,どう,12
think,考える,12
happy,幸せ,12
time,時間,12
from,差出人,12
what,何,12
his,彼の,11
something,もの,11
work,仕事,10
told,言った,10
came,来た,10
couldn,できなかった,10
thank,感謝,10
words,言葉,10
also,また,10
didn,didn,10
purse,財布,10
know,知って,10
him,彼,10
life,人生,10
read,読む,10
if,もし,10
tennis,テニス,10
ishikawa,石川,10
us,私たち,9
hard,つらい,9
started,開始,9
as,As,9
asked,尋ねた,9
much,だいぶ,9
last,前の,9
lot,多く,9
want,たい,9
too,も,9
they,彼らが,9
an,、,9
interesting,面白いね,9
because,というのは,8
first,まずは,8
by,によって,8
ll,Ll,8
were,た,8
found,発見,8
learned,学んだ,8
back,戻る,8
always,いつも,8
just,ちょうど,8
morning,朝,8
children,子供,8
not,じゃない,8
new,新機能,8
everyone,みんな,7
experience,経験,7
going,行く,7
shop,ショップ,7
no,違います,7
did,た,7
thought,考え,7
say,言う,7
had,Hda,7
go,行く,7
should,べき,7
small,小さな,7
every,すべて,7
surprised,驚いて,7
car,車,7
family,家族,7
sara,サラ,7
together,一緒に,7
library,ライブラリ,7
book,本,7
again,再び,7
books,本,7
before,以前は,7
baseball,野球,7
player,プレーヤー,7
problem,問題,7
word,単語,7
futon,布団,7
play,再生,7
takuya,拓 也,7
teacher,教師,6
same,同じ,6
little,少し,6
tried,試みた,6
learn,学ぶ,6
kimura,木村,6
got,得た,6
looked,見えた,6
out,乙,6
tell,伝える,6
find,見つける,6
mother,母,6
two,2,6
be,Bve,6
who,誰が,6
never,ぜんぜん,6
way,方法,6
days,日,6
better,良い,6
make,を,6
felt,感じた,6
other,他,6
ve,そして,6
different,異なる,6
here,ここは,6
made,た,6
mayumi,真弓,6
bus,バス,6
flowers,花,5
job,ジョブ,5
best,最高,5
beautiful,美しい,5
took,取った,5
care,ケア,5
into,に,5
talked,話,5
knew,知って,5
kind,種類,5
today,本日は,5
trip,旅行,5
visited,訪問,5
come,何,5
hotel,ホテル,5
ok,わかりました,5
old,古い,5
three,3,5
ago,前,5
their,彼ら,5
became,なった,5
host,ホスト,5
nature,自然,5
months,ヶ 月,5
picture,画像,5
decided,決めた,5
change,変更,5
japanese,日本語,5
answer,答え,5
brown,茶色,5
thing,こと,5
great,すごい,5
sleep,睡眠,5
mistakes,間違い,5
omotenashi,もてなし,5
kanazawa,金沢,5
station,駅,5
future,将来,4
well,まぁ,4
next,次に,4
week,週,4
help,ヘルプ,4
don,ドン,4
take,取る,4
sometimes,たまに,4
am,に,4
around,周り,4
friend,友人,4
gave,与えた,4
only,だけ,4
name,名前,4
stop,停止,4
anything,何か,4
still,それでもなお,4
or,または,4
close,閉じる,4
listened,聞いて,4
heard,聞いた,4
night,夜,4
stopped,停止,4
all,すべての,4
grass,草,4
feel,感じる,4
stars,星,4
yes,うん,4
japan,日本,4
reading,読んで,4
junior,ジュニア,4
high,高,4
showed,示した,4
world,世界,4
idea,アイデア,4
oj,Oj,4
more,もっとその,4
year,年,4
practiced,練習,4
may,が,3
classroom,教室,3
important,大事な,3
keep,維持,3
woman,女性,3
mistake,間違い,3
finished,終了,3
money,お 金,3
cannot,できません,3
talk,話,3
restaurant,レストラン,3
called,と呼ばれる,3
saw,見た,3
face,顔,3
man,あなたが,3
clerk,店員,3
piece,作品,3
put,置く,3
during,中,3
friends,友人,3
voice,声,3
stayed,滞在,3
bed,ベッド,3
see,見る,3
few,いくつ か,3
volunteer,ボランティア,3
impressed,感動,3
summer,夏,3
enjoyed,楽しんだ,3
big,大きな,3
been,されて,3
slept,寝て,3
give,与える,3
mind,心,3
really,ほんとですか,3
since,ので,3
six,6,3
akio,昭 夫,3
why,なぜでしょうか,3
elementary,小学校,3
liked,好き,3
fun,楽しい,3
club,クラブ,3
myself,自分自身,3
changed,変更,3
began,始めた,3
saki,咲,3
kazu,言う,3
study,研究,3
english,英語,3
maybe,多分,3
someone,人,3
country,国,3
hall,ホール,3
food,食品,3
mrs,夫人,3
tom,トム,3
making,作り,3
short,短い,3
use,使用,3
difficult,困難,3
piano,計画,3
hear,聞く,3
tournament,トーナメント,3
umbrella,傘,3
arrived,到着,3
umbrellas,傘,3
travelers,旅行,3
hello,こんにちは,2
yamada,山田,2
attitude,態度,2
taught,教え,2
wrap,ラップ,2
watched,見て,2
afternoon,午後,2
customers,顧客,2
would,は,2
choose,選択,2
embarrassed,恥ずかしい,2
smiled,微笑んだ,2
helped,助け,2
smile,笑顔,2
kenji,健 二,2
until,まで,2
does,は,2
hope,希望,2
group,グループ,2
souvenir,メモリ,2
shops,ショップ,2
bag,バッグ,2
let,ましょう,2
while,ながら,2
looking,探して,2
remembered,記憶,2
another,別の,2
student,学生,2
brought,もたらした,2
front,フロント,2
paper,紙,2
written,書か れた,2
forget,忘れて,2
late,後半,2
watches,時計,2
walk,歩く,2
cheerful,陽気,2
walked,歩いて,2
later,あとで,2
careful,注意,2
safety,安全,2
volunteers,ボランティア,2
sakai,堺,2
almost,ほとんど,2
away,離れて,2
sorry,すみません,2
remember,覚えて,2
wanted,たい,2
bad,悪い,2
even,も,2
canada,カナダ,2
weeks,週間,2
spent,過ごした,2
outdoors,屋外,2
wonderful,いいですね,2
feeling,感じ,2
tree,ツリー,2
sound,音,2
field,フィールド,2
city,都市,2
lights,ライト,2
wind,風,2
strange,奇妙,2
become,なる,2
look,ほら,2
enjoy,お 楽しみ ください,2
news,ニュース,2
wasn,wasn,2
members,メンバー,2
practice,練習,2
story,話,2
difficulties,困難,2
countries,国,2
than,より,2
view,ビュー,2
month,月,2
presentation,プレゼンテーション,2
worked,働いた,2
through,を通じて,2
problems,問題,2
sure,もちろん,2
question,質問,2
used,使用,2
has,Hsa,2
students,学生,2
doctor,医師,2
schools,学校,2
get,取得,2
water,水,2
favorite,お気に入り,2
please,どうぞ,2
mean,意味,2
answered,答えた,2
home,ホーム,2
visiting,訪問,2
moved,移動,2
visit,訪問,2
class,クラス,2
songs,曲,2
festival,祭,2
played,再生,2
else,他,2
harder,困難,2
up,を,2
mouth,口,2
sing,歌う,2
song,歌,2
ken,ケン,2
entered,入力,2
haven,避難 所,2
partner,パートナー,2
playing,再生,2
try,よう,2
hi,こんにちは,2
nothing,何もない,2
trying,よう,2
doing,やってる,2
shinkansen,新幹線,2
special,特別,2
kenrokuen,兼 六 園,2
traveling,旅行,2
seat,座席,2
meet,満たす,2
tokyo,東京,2
delicious,おいしい,2
thinking,考えて,2
chance,チャンス,1
flower,花,1
worried,心配,1
beginning,初め,1
names,名,1
shopkeeper,店主,1
cut,カット,1
taking,撮影,1
customer,顧客,1
roses,バラ,1
red,赤,1
ones,もの,1
broke,破った,1
quickly,いち早く,1
wait,待つ,1
leaving,残して,1
cheerfully,元気,1
left,左,1
encouraged,奨励,1
encounters,出会い,1
others,他,1
kyoto,京都,1
places,場所,1
kiyomizu,清 水,1
dera,寺,1
lunch,ランチ,1
pay,支払う,1
purses,財布,1
safer,安全,1
treated,扱わ,1
child,子,1
need,必要,1
long,長い,1
eat,食べる,1
dinner,夕食,1
sad,悲しい,1
worry,心配,1
desk,デスク,1
shouted,叫んだ,1
wondered,疑問,1
mine,私,1
closing,終了,1
kindness,優し さ,1
ginkaku,銀 閣,1
ji,それ,1
tired,疲れて,1
evening,今晩,1
takes,は,1
loves,愛する,1
yellow,黄色,1
flag,フラグ,1
crosswalk,横断 歩道,1
uses,使用,1
cars,車,1
across,全体,1
street,通り,1
says,言う,1
caught,キャッチ,1
cold,冷たい,1
meeting,会議,1
police,警察,1
officers,役員,1
ride,乗る,1
bike,自転車,1
safely,安全,1
crosswalks,横断 歩道,1
traffic,トラフィック,1
introduced,導入,1
hiroshi,博,1
voices,声,1
smiles,笑顔,1
seven,セブン,1
years,年,1
driving,運転,1
hit,ヒット,1
girl,女の子,1
cry,叫び,1
ran,走った,1
granddaughter,孫娘,1
crying,泣いて,1
watch,時計,1
rains,雨,1
snows,雪,1
remembers,記憶,1
faces,顔,1
teachers,教師,1
community,コミュニティ,1
heart,心,1
warm,暖かい,1
strong,強い,1
connection,接続,1
loud,騒々しい,1
town,町,1
sister,妹,1
sixteen,16,1
camping,キャンプ,1
saturday,土曜日,1
riding,乗って,1
boat,ボート,1
lake,湖,1
walking,歩いて,1
forest,フォレスト,1
eyes,目,1
hands,手,1
ear,耳,1
hour,時間,1
ever,まで,1
father,父,1
turned,なって,1
off,オフ,1
black,黒,1
backyard,裏庭,1
sky,空,1
full,完全,1
peace,平和,1
pleasure,喜び,1
naoko,直子,1
smell,香り,1
park,公園,1
kinds,種類,1
green,緑,1
trees,木,1
sounds,音,1
river,川,1
smiling,笑顔,1
hand,手,1
four,4,1
stories,物語,1
newspapers,新聞,1
without,なし,1
seen,見て,1
practices,プラクティス,1
finds,見つける,1
reads,読み取り,1
borrow,借りる,1
love,愛,1
excited,興奮,1
accident,事故,1
hospital,病院,1
ten,10,1
tickets,チケット,1
sick,病気,1
teach,教える,1
poor,貧しい,1
views,表示モード,1
exciting,エキサイティング,1
real,本当の,1
waiting,待って,1
speech,音声,1
period,期間,1
integrated,統合,1
studies,研究,1
interested,興味,1
village,村,1
asia,アジア,1
internet,インターネット,1
textbooks,教科 書,1
tanaka,田中,1
listen,聞く,1
nishi,西,1
aren,腎臓,1
enough,十分,1
brothers,兄弟,1
sisters,姉妹,1
families,家族,1
lives,生活,1
easy,簡単,1
ans,年,1
york,ヨーク,1
son,彼の,1
pictures,写真,1
carefully,慎重に,1
music,音楽,1
singers,歌手,1
stay,滞在,1
hamburger,ハンバーガー,1
guess,推測,1
means,手段,1
cup,カップ,1
wow,うわ ー,1
orange,オレンジ,1
juice,ジュース,1
second,2 番目,1
futons,布団,1
america,アメリカ,1
fifth,第五,1
notice,通知,1
sounded,聞こえた,1
nice,素晴らしい,1
sofa,ソファ,1
meanings,意味,1
teaches,教えて,1
between,間,1
languages,言語,1
own,自身,1
language,言語,1
swer,swer,1
comes,来る,1
ngo,Ngo,1
working,作業,1
build,ビルド,1
questions,質問,1
learning,学習,1
someday,そのうち,1
share,共有,1
sang,血液,1
part,一部,1
anyone,誰,1
practicing,練習,1
cried,叫んだ,1
drink,飲む,1
moment,瞬間,1
shut,シャット ダウン,1
tomorrow,明日,1
pianist,ピアニスト,1
players,選手,1
easier,簡単,1
chorus,コーラス,1
believe,信じる,1
which,どっち,1
join,参加,1
april,4月,1
actually,実際,1
yet,まだ,1
ask,求める,1
plan,計画,1
continued,続けた,1
racket,ラケット,1
member,メンバー,1
everything,すべてが,1
lost,失わ れた,1
any,任意,1
speak,話す,1
lose,失う,1
won,獲得,1
afraid,恐れて,1
biggest,最大,1
chances,チャンス,1
introduce,紹介,1
times,回,1
hokuriku,北陸,1
run,実行,1
most,最も,1
already,もう,1
easily,簡単に,1
concert,コンサート,1
near,近く,1
shita,似た者夫婦,1
crowded,混雑,1
stood,立って いた,1
sit,座って,1
down,ダウン,1
baggage,手荷物,1
traveler,旅行,1
raining,雨,1
borrowed,借りた,1
loved,愛して,1
mt,山,1
haku,検索,1
could,Cld,1
noto,知ら,1
castle,城,1
garden,庭,1
history,歴史,1
course,コース,1
prepare,準備,1
seats,席,1
preparing,準備,1
giving,与える,1
doesn,doesn,1
show,表示,1
continue,続行,1
