英単語,意味,出た回数,208
to,宛先,24
a,A,17
in,インチ,16
i,私,16
she,彼女が,13
pictures,写真,12
the,その,11
of,の,10
you,あなたが,10
he,彼,10
people,人々,10
and,そして,9
them,それら,8
countries,国,8
african,アフリカ,7
do,の,7
said,言った,7
at,で,6
for,の,6
photographer,カメラマン,5
was,は,5
asked,尋ねた,5
all,すべての,5
s,S,5
smiles,笑顔,5
their,彼ら,5
sayaka,さやか,4
my,私の,4
take,取る,4
ve,そして,4
see,見る,4
like,という感じで,3
with,と,3
good,よし,3
did,た,3
answered,答えた,3
m,M,3
school,学校,3
some,いくつ か,3
then,そうしたら,3
wanted,たい,3
work,仕事,3
many,多く,3
t,T,3
enough,十分,3
children,子供,3
as,As,3
that,それ,3
her,彼女,2
friend,友人,2
found,発見,2
an,、,2
looked,見えた,2
interested,興味,2
those,それら,2
were,た,2
when,いつ,2
looking,探して,2
around,周り,2
but,だがしかし,2
thought,考え,2
very,すごく,2
took,取った,2
questions,質問,2
why,なぜでしょうか,2
become,なる,2
question,質問,2
since,ので,2
me,私,2
help,ヘルプ,2
need,必要,2
decided,決めた,2
study,研究,2
hope,希望,2
will,は,2
there,そこ,2
over,以上,2
world,世界,2
lot,多く,2
what,何,2
future,将来,2
great,すごい,2
have,が,2
doctors,医師,2
or,または,2
nurses,看護 師,2
places,場所,2
ill,イリノイ 州,2
doctor,医師,2
go,行く,2
one,1 つ,1
day,日,1
went,行った,1
shopping,ショッピング,1
department,部,1
store,ストア,1
buy,購入,1
present,存在,1
exhibition,展,1
american,アメリカ,1
his,彼の,1
soon,もうすぐ,1
became,なった,1
taken,撮影,1
foreigner,外国人,1
spoke,話した,1
smile,笑顔,1
little,少し,1
surprised,驚いて,1
is,は,1
chance,チャンス,1
listen,聞く,1
yes,うん,1
these,これら,1
impressed,感動,1
tiank,tiank,1
much,だいぶ,1
happy,幸せ,1
hear,聞く,1
junior,ジュニア,1
high,高,1
student,学生,1
course,コース,1
say,言う,1
ak,もし,1
c,C,1
started,開始,1
ask,求める,1
him,彼,1
shl,Shl,1
first,まずは,1
easy,簡単,1
answer,答え,1
been,されて,1
child,子,1
often,よく,1
everything,すべてが,1
fathees,fathees,1
camera,カメラ,1
example,例,1
animals,動物,1
mountains,山,1
beautiful,美しい,1
flowers,花,1
especially,特に,1
liked,好き,1
taking,撮影,1
just,ちょうど,1
same,同じ,1
decide,決定,1
ihat,お 楽しみ ください,1
ten,10,1
years,年,1
ago,前,1
visited,訪問,1
africa,アフリカ,1
working,作業,1
lost,失わ れた,1
houses,家,1
wars,戦争,1
ney,ナイ,1
couldn,できなかった,1
get,取得,1
food,食品,1
water,水,1
tired,疲れて,1
even,も,1
sad,悲しい,1
so,だから,1
something,もの,1
worked,働いた,1
now,今,1
trying,よう,1
build,ビルド,1
more,もっとその,1
schools,学校,1
still,それでもなお,1
can,Cna,1
hard,つらい,1
life,人生,1
action,アクション,1
fact,実際,1
began,始めた,1
after,後,1
by,によって,1
way,方法,1
want,たい,1
sick,病気,1
too,も,1
know,知って,1
serious,深刻,1
problems,問題,1
they,彼らが,1
don,ドン,1
learned,学んだ,1
from,差出人,1
your,あなたの,1
today,本日は,1
ive,アイブ,1
also,また,1
malat,リンゴ 酸,1
rve,rve,1
think,考える,1
are,は,1
without,なし,1
such,そういう,1
idea,アイデア,1
begin,開始,1
